qid,set,kind,field,question,gold_answer,arm,model_answer,correct,route,latency_ms,cost_usd
lo0134,single,lookup,total,How much was the receipt from GRAND COMPANIONS SDN BHD on 03 March 2019?,269.40,C · structured (MiniLM),NOT_FOUND,False,vector,1058,0.0
lo0135,single,lookup,address,What is the address on the GREAT ZONE HOUSEHOLD CENTRE SDN BHD receipt from 18 February 2018?,"60 & 62. JALAN CIKU, 86000,KLUANG",C · structured (MiniLM),NOT_FOUND,False,vector,1070,0.0
lo0136,single,lookup,total,How much was the receipt from SUPER SEVEN CASH & CARRY SDN BHD on 01 March 2018?,408.45,C · structured (MiniLM),42.10,False,structured,1141,0.0
lo0137,single,lookup,total,How much was the receipt from HIGH FIVE ENTERPRISE on 05 April 2018?,95.48,C · structured (MiniLM),95.48,True,structured,885,0.0
lo0138,single,lookup,address,What is the address on the MAXINCOME RESOURCES SDN BHD receipt from 10 April 2018?,"NO 16A, JALAN ASTAKA U8/83, BUKIT JELUTONG, 40150 SHAH ALAM, SELANGOR, D.E.",C · structured (MiniLM),NOT_FOUND,False,vector,1018,0.0
lo0139,single,lookup,total,How much was the receipt from GERBANG ALAF RESTAURANTS SDN BHD on 30 April 2017?,47.15,C · structured (MiniLM),NOT_FOUND,False,structured,957,0.0
lo0140,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 20 September 2016?,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",C · structured (MiniLM),"LOT P.T. 33198, BATU 4
JALAN KAPAR, MUKIM KAPAR
42100 KLANG, SELANGOR",True,structured,1373,0.0
lo0141,single,lookup,address,What is the address on the PREMIO STATIONERY SDN BHD receipt from 20 March 2018?,"NO 57, JALAN SS 3/29, 47300 PETALING JAYA, SELANGOR",C · structured (MiniLM),No address found,False,structured,927,0.0
lo0142,single,lookup,total,How much was the receipt from KECHARA VEGETARIAN RESTAURANT S/B on 15 May 2018?,64.50,C · structured (MiniLM),64.50,True,structured,1004,0.0
lo0143,single,lookup,total,How much was the receipt from TS TOOLS HARDWARE & MACHINERY SDN BHD on 21 March 2018?,7.40,C · structured (MiniLM),7.40,True,structured,982,0.0
lo0144,single,lookup,total,How much was the receipt from BEYOND BROTHERS HARDWARE on 10 November 2017?,67.85,C · structured (MiniLM),67.85,True,structured,962,0.0
lo0145,single,lookup,date,When was the GOLDEN ARCHES RESTAURANTS SDN BHD receipt for 14.70 issued?,03/12/2016,C · structured (MiniLM),03/12/2016,True,structured,940,0.0
lo0146,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 05 June 2018?,7.50,C · structured (MiniLM),7.50,True,structured,915,0.0
lo0147,single,lookup,date,When was the AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD receipt for 28.00 issued?,22/09/2017,C · structured (MiniLM),22/09/2017,True,structured,1056,0.0
lo0148,single,lookup,total,How much was the receipt from 99 SPEED MART S/B on 06 December 2016?,85.45,C · structured (MiniLM),85.45,True,structured,883,0.0
lo0149,single,lookup,date,When was the LA STATIONERY SDN BHD receipt for 56.80 issued?,09/02/2018,C · structured (MiniLM),09/02/2018,True,structured,886,0.0
lo0150,single,lookup,total,How much was the receipt from MR. D.I.Y. (M) SDN BHD on 27 April 2018?,1.90,C · structured (MiniLM),1.90,True,structured,975,0.0
lo0151,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 28 October 2017?,21.90,C · structured (MiniLM),21.90,True,structured,897,0.0
lo0152,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 03 May 2018?,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",C · structured (MiniLM),"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru,Johor",True,structured,1345,0.0
lo0153,single,lookup,address,What is the address on the AEON CO. (M) BHD receipt from 09 July 2017?,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",C · structured (MiniLM),"3RD FLR, AEON TAMAN MALURI SC
JLN JEJAKA, TAMAN MALURI
CHERAS, 55100 KUALA LUMPUR",True,structured,1457,0.0
lo0154,single,lookup,date,When was the KING'S CONFECTIONERY S/B receipt for 9.90 issued?,07/02/2017,C · structured (MiniLM),07/02/17,True,structured,841,0.0
lo0155,single,lookup,total,How much was the receipt from KEDAI PAPAN YEW CHUAN on 10 March 2018?,84.80,C · structured (MiniLM),84.80,True,structured,972,0.0
lo0156,single,lookup,total,How much was the receipt from SWC ENTERPRISE SDN BHD on 08 January 2018?,8.00,C · structured (MiniLM),8.00,True,structured,895,0.0
lo0157,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 27 October 2017?,35.88,C · structured (MiniLM),35.88,True,structured,1014,0.0
lo0158,single,lookup,total,How much was the receipt from LIM SENG THO HARDWARE TRADING on 08 February 2018?,10.50,C · structured (MiniLM),10.50,True,structured,938,0.0
lo0159,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 28 October 2017?,32.26,C · structured (MiniLM),32.26,True,structured,1013,0.0
lo0160,single,lookup,date,When was the POPULAR BOOK CO. (M) SDN BHD receipt for 30.50 issued?,05/03/2018,C · structured (MiniLM),05/03/18,True,structured,1044,0.0
lo0161,single,lookup,total,How much was the receipt from HON HWA HARDWARE TRADING on 21 September 2017?,10.40,C · structured (MiniLM),10.40,True,structured,910,0.0
lo0162,single,lookup,total,How much was the receipt from THE CUT STEAKHOUSE &BURGERS on 01 January 2017?,167.55,C · structured (MiniLM),167.55,True,structured,938,0.0
lo0163,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 12 September 2017?,8.70,C · structured (MiniLM),8.70,True,structured,885,0.0
lo0164,single,lookup,total,How much was the receipt from MR. D.I.Y. (M) SDN BHD on 11 January 2016?,32.80,C · structured (MiniLM),32.80,True,structured,1041,0.0
lo0165,single,lookup,address,What is the address on the EVERGREEN LIGHT SDN BHD receipt from 10 July 2017?,"NO.7-1, JALAN PUTERI 7/11, BANDAR PUTERI, 47100 PUCHONG, BELANGOR",C · structured (MiniLM),"NO.7-1, JALAN PUTERI 7/11, BANDAR PUTERI, 47100 PUCHONG, BELANGOR",True,structured,1369,0.0
lo0166,single,lookup,address,What is the address on the POTTERS GARDEN SDN BHD receipt from 04 January 2018?,"BATU 11 . SG BULOH , 47000 SELANGOR .",C · structured (MiniLM),"Batu 11. Sg Buloh, 47000 Selangor",True,structured,1150,0.0
lo0167,single,lookup,total,How much was the receipt from AA PHARMACY on 29 January 2018?,46.20,C · structured (MiniLM),46.20,True,structured,871,0.0
lo0168,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 7.30 issued?,06/05/2018,C · structured (MiniLM),06 May 2018,True,structured,841,0.0
lo0169,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 8.20 issued?,02/05/2018,C · structured (MiniLM),07 Mar 2018,False,structured,1118,0.0
lo0170,single,lookup,address,What is the address on the KEDAI PAPAN YEW CHUAN receipt from 16 March 2018?,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",C · structured (MiniLM),"LOT 276 JALAN BANTING
43800 DENGKIL, SELANGOR",True,structured,1258,0.0
lo0171,single,lookup,date,When was the CHEF HENRY RIBS HOUSE receipt for 103.85 issued?,05/06/2018,C · structured (MiniLM),05/06/2018,True,structured,895,0.0
lo0172,single,lookup,total,How much was the receipt from GLOBAL FOOD EMPIRE SDN BHD on 01 May 2018?,38.35,C · structured (MiniLM),38.35,True,structured,929,0.0
lo0173,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 13 March 2018?,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",C · structured (MiniLM),"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi.81200 Johor Bahru,Johor",True,structured,1356,0.0
lo0174,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 24 September 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",C · structured (MiniLM),"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor",True,structured,1329,0.0
lo0175,single,lookup,total,How much was the receipt from C W KHOO HARDWARE SDN BHD on 31 March 2018?,14.65,C · structured (MiniLM),14.65,True,structured,940,0.0
lo0176,single,lookup,total,How much was the receipt from SYARIKAT PERNIAGAAN GIN KEE on 27 January 2018?,22.26,C · structured (MiniLM),22.26,True,structured,1000,0.0
lo0177,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 10 March 2018?,7.20,C · structured (MiniLM),7.20,True,structured,851,0.0
lo0178,single,lookup,total,How much was the receipt from SUPER SEVEN CASH & CARRY SDN BHD on 21 March 2018?,18.30,C · structured (MiniLM),18.30,True,structured,1011,0.0
lo0179,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 10 March 2018?,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1572-TMN BKT PANDAN",C · structured (MiniLM),"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR",True,structured,1276,0.0
lo0180,single,lookup,total,How much was the receipt from KAISON FURNISHING SDN BHD on 25 March 2018?,18.70,C · structured (MiniLM),18.70,True,structured,943,0.0
lo0181,single,lookup,address,What is the address on the STAR GROCER SDN BHD receipt from 25 March 2018?,"NO 4, DESA PANDAN, OFF KAMPONG PANDAN, 55100 KUALA LUMPUR",C · structured (MiniLM),No address found,False,structured,901,0.0
lo0182,single,lookup,address,What is the address on the OJC MARKETING SDN BHD receipt from 15 January 2019?,"NO 2 & 4, JALAN BAYU 4, BANDAR SERI ALAM, B1750 MASAI, JOHOR",C · structured (MiniLM),NOT_FOUND,False,structured,870,0.0
lo0183,single,lookup,date,When was the SANYU STATIONERY SHOP receipt for 8.70 issued?,14/10/2017,C · structured (MiniLM),16/12/2017,False,structured,1120,0.0
lo0184,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 26 March 2018?,8.20,C · structured (MiniLM),8.20,True,structured,911,0.0
lo0185,single,lookup,total,How much was the receipt from RESTORAN HWA MUI SUTERA SDN BHD on 29 April 2018?,91.50,C · structured (MiniLM),91.50,True,structured,1004,0.0
lo0186,single,lookup,date,When was the RESTORAN HOETIM receipt for 83.00 issued?,28/05/2018,C · structured (MiniLM),28/05/2018,True,structured,841,0.0
lo0187,single,lookup,address,What is the address on the SUPER SEVEN CASH & CARRY SDN BHD receipt from 27 January 2018?,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM, 40150",C · structured (MiniLM),"NO. 1 JALAN EURO 1
OFF JALAN BATU TIGA
(W)
SUNGAI BULOH SEKSIUN U3 SHAH ALAM, 40150",False,structured,1565,0.0
lo0188,single,lookup,total,How much was the receipt from GUDANG HASIL RESTAURANT SDN BHD on 02 December 2016?,15.80,C · structured (MiniLM),NOT_FOUND,False,structured,927,0.0
lo0189,single,lookup,address,What is the address on the MOONLIGHT CAKE HOUSE SDN BHD receipt from 02 June 2018?,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",C · structured (MiniLM),"No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya
81750 Johor Bahru, Johor",True,structured,1364,0.0
lo0190,single,lookup,total,How much was the receipt from BIRU PETROLEUM on 11 November 2016?,6.40,C · structured (MiniLM),6.40,True,structured,850,0.0
lo0191,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 12 May 2018?,6.60,C · structured (MiniLM),$6.60,True,structured,928,0.0
lo0192,single,lookup,total,How much was the receipt from RESTORAN WAN SHE on 29 September 2017?,164.40,C · structured (MiniLM),NOT_FOUND,False,vector,1017,0.0
lo0193,single,lookup,total,How much was the receipt from TRIPLE SIX POINT ENTERPRISE 666 on 23 April 2018?,157.90,C · structured (MiniLM),157.90,True,structured,968,0.0
lo0194,single,lookup,address,What is the address on the RESTORAN WAN SHENG receipt from 11 May 2018?,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",C · structured (MiniLM),"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",True,structured,1373,0.0
lo0195,single,lookup,date,When was the F&P PHARMACY receipt for 31.90 issued?,02/03/2018,C · structured (MiniLM),02/03/2018,True,structured,868,0.0
lo0196,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 07 October 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",C · structured (MiniLM),"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor",True,structured,1328,0.0
lo0197,single,lookup,address,What is the address on the AEON CO. (M) BHD receipt from 17 June 2018?,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",C · structured (MiniLM),"3RD FLR, AEON TAMAN MALURI SC
JLN JEJAKA, TAMAN MALURI
CHERAS, 55100 KUALA LUMPUR",True,structured,1448,0.0
lo0198,single,lookup,total,How much was the receipt from CONTENTO on 20 March 2018?,21.60,C · structured (MiniLM),21.60,True,structured,805,0.0
lo0199,single,lookup,total,How much was the receipt from CHA FOR TEA on 19 April 2018?,46.25,C · structured (MiniLM),46.25,True,structured,855,0.0
ag0200,single,aggregate,sum_total,How much did I spend at GERBANG ALAF RESTAURANTS SDN BHD in total?,262.20,C · structured (MiniLM),262.20,True,sql,648,0.0
ag0201,single,aggregate,count,How many receipts do I have from GERBANG ALAF RESTAURANTS SDN BHD?,7,C · structured (MiniLM),7,True,sql,648,0.0
ag0202,single,aggregate,max_total,What was my largest single purchase at GERBANG ALAF RESTAURANTS SDN BHD?,109.05,C · structured (MiniLM),109.05,True,sql,647,0.0
ag0203,single,aggregate,sum_total,How much did I spend at SWC ENTERPRISE SDN BHD in total?,16.20,C · structured (MiniLM),16.20,True,sql,590,0.0
ag0204,single,aggregate,count,How many receipts do I have from SWC ENTERPRISE SDN BHD?,3,C · structured (MiniLM),3,True,sql,592,0.0
ag0205,single,aggregate,max_total,What was my largest single purchase at SWC ENTERPRISE SDN BHD?,8.00,C · structured (MiniLM),8.00,True,sql,590,0.0
ag0206,single,aggregate,sum_total,How much did I spend at 99 SPEED MART S/B in total?,779.15,C · structured (MiniLM),779.15,True,sql,553,0.0
ag0207,single,aggregate,count,How many receipts do I have from 99 SPEED MART S/B?,13,C · structured (MiniLM),13,True,sql,548,0.0
ag0208,single,aggregate,max_total,What was my largest single purchase at 99 SPEED MART S/B?,262.20,C · structured (MiniLM),262.20,True,sql,547,0.0
ag0209,single,aggregate,sum_total,How much did I spend at UNIHAKKA INTERNATIONAL SDN BHD in total?,221.20,C · structured (MiniLM),228.90,False,sql,589,0.0
ag0210,single,aggregate,count,How many receipts do I have from UNIHAKKA INTERNATIONAL SDN BHD?,27,C · structured (MiniLM),28,False,sql,591,0.0
ag0211,single,aggregate,max_total,What was my largest single purchase at UNIHAKKA INTERNATIONAL SDN BHD?,12.20,C · structured (MiniLM),12.20,True,sql,590,0.0
ag0212,single,aggregate,sum_total,How much did I spend at PASARAYA BORONG PINTAR SDN BHD in total?,15.35,C · structured (MiniLM),15.35,True,sql,679,0.0
ag0213,single,aggregate,count,How many receipts do I have from PASARAYA BORONG PINTAR SDN BHD?,5,C · structured (MiniLM),5,True,sql,675,0.0
ag0214,single,aggregate,max_total,What was my largest single purchase at PASARAYA BORONG PINTAR SDN BHD?,10.40,C · structured (MiniLM),10.40,True,sql,675,0.0
ag0215,single,aggregate,sum_total,How much did I spend at POPULAR BOOK CO. (M) SDN BHD in total?,227.00,C · structured (MiniLM),86.35,False,sql,632,0.0
ag0216,single,aggregate,count,How many receipts do I have from POPULAR BOOK CO. (M) SDN BHD?,6,C · structured (MiniLM),5,False,sql,632,0.0
ag0217,single,aggregate,max_total,What was my largest single purchase at POPULAR BOOK CO. (M) SDN BHD?,140.65,C · structured (MiniLM),30.70,False,sql,632,0.0
ag0218,single,aggregate,sum_total,How much did I spend at HON HWA HARDWARE TRADING in total?,42.20,C · structured (MiniLM),42.20,True,sql,576,0.0
ag0219,single,aggregate,count,How many receipts do I have from HON HWA HARDWARE TRADING?,4,C · structured (MiniLM),4,True,sql,580,0.0
ag0220,single,aggregate,max_total,What was my largest single purchase at HON HWA HARDWARE TRADING?,19.60,C · structured (MiniLM),19.60,True,sql,575,0.0
ag0221,single,aggregate,sum_total,How much did I spend at AEON CO. (M) BHD in total?,819.65,C · structured (MiniLM),723.10,False,sql,589,0.0
ag0222,single,aggregate,count,How many receipts do I have from AEON CO. (M) BHD?,8,C · structured (MiniLM),8,True,sql,592,0.0
ag0223,single,aggregate,max_total,What was my largest single purchase at AEON CO. (M) BHD?,458.55,C · structured (MiniLM),458.55,True,sql,591,0.0
ag0224,single,aggregate,sum_total,How much did I spend at LIM SENG THO HARDWARE TRADING in total?,25.90,C · structured (MiniLM),25.90,True,sql,603,0.0
ag0225,single,aggregate,count,How many receipts do I have from LIM SENG THO HARDWARE TRADING?,3,C · structured (MiniLM),3,True,sql,608,0.0
ag0226,single,aggregate,max_total,What was my largest single purchase at LIM SENG THO HARDWARE TRADING?,10.50,C · structured (MiniLM),10.50,True,sql,603,0.0
ag0227,single,aggregate,sum_total,How much did I spend at SYARIKAT PERNIAGAAN GIN KEE in total?,822.35,C · structured (MiniLM),822.35,True,sql,663,0.0
ag0228,single,aggregate,count,How many receipts do I have from SYARIKAT PERNIAGAAN GIN KEE?,11,C · structured (MiniLM),11,True,sql,660,0.0
ag0229,single,aggregate,max_total,What was my largest single purchase at SYARIKAT PERNIAGAAN GIN KEE?,190.80,C · structured (MiniLM),190.80,True,sql,662,0.0
ag0230,single,aggregate,sum_total,How much did I spend at WESTERN EASTERN STATIONERY SDN. BHD in total?,57.72,C · structured (MiniLM),57.72,True,sql,633,0.0
ag0231,single,aggregate,count,How many receipts do I have from WESTERN EASTERN STATIONERY SDN. BHD?,3,C · structured (MiniLM),3,True,sql,633,0.0
ag0232,single,aggregate,max_total,What was my largest single purchase at WESTERN EASTERN STATIONERY SDN. BHD?,42.88,C · structured (MiniLM),42.88,True,sql,637,0.0
ag0233,single,aggregate,sum_total,How much did I spend at RESTORAN WAN SHENG in total?,92.30,C · structured (MiniLM),92.30,True,sql,550,0.0
ag0234,single,aggregate,count,How many receipts do I have from RESTORAN WAN SHENG?,14,C · structured (MiniLM),14,True,sql,548,0.0
ag0235,single,aggregate,max_total,What was my largest single purchase at RESTORAN WAN SHENG?,17.60,C · structured (MiniLM),17.60,True,sql,548,0.0
ag0236,single,aggregate,sum_total,How much did I spend at KEDAI PAPAN YEW CHUAN in total?,1078.55,C · structured (MiniLM),1078.55,True,sql,617,0.0
ag0237,single,aggregate,count,How many receipts do I have from KEDAI PAPAN YEW CHUAN?,7,C · structured (MiniLM),7,True,sql,616,0.0
ag0238,single,aggregate,max_total,What was my largest single purchase at KEDAI PAPAN YEW CHUAN?,283.55,C · structured (MiniLM),283.55,True,sql,619,0.0
ag0239,single,aggregate,sum_total,How much did I spend at YONG CEN ENTERPRISE in total?,258.50,C · structured (MiniLM),257.50,True,sql,559,0.0
ag0240,single,aggregate,count,How many receipts do I have from YONG CEN ENTERPRISE?,4,C · structured (MiniLM),4,True,sql,558,0.0
ag0241,single,aggregate,max_total,What was my largest single purchase at YONG CEN ENTERPRISE?,108.00,C · structured (MiniLM),108.00,True,sql,561,0.0
ag0242,single,aggregate,sum_total,How much did I spend at SUPER SEVEN CASH & CARRY SDN BHD in total?,527.85,C · structured (MiniLM),119.40,False,sql,631,0.0
ag0243,single,aggregate,count,How many receipts do I have from SUPER SEVEN CASH & CARRY SDN BHD?,4,C · structured (MiniLM),3,False,sql,635,0.0
ag0244,single,aggregate,max_total,What was my largest single purchase at SUPER SEVEN CASH & CARRY SDN BHD?,408.45,C · structured (MiniLM),59.00,False,sql,633,0.0
ag0245,single,aggregate,sum_total,How much did I spend at SEGI CASH & CARRY SDN. BHD. in total?,902.65,C · structured (MiniLM),929.65,False,sql,639,0.0
ag0246,single,aggregate,count,How many receipts do I have from SEGI CASH & CARRY SDN. BHD.?,3,C · structured (MiniLM),4,False,sql,633,0.0
ag0247,single,aggregate,max_total,What was my largest single purchase at SEGI CASH & CARRY SDN. BHD.?,674.00,C · structured (MiniLM),674.00,True,sql,633,0.0
ag0248,single,aggregate,sum_total,How much did I spend at GUARDIAN HEALTH AND BEAUTY SDN BHD in total?,140.61,C · structured (MiniLM),140.61,True,sql,631,0.0
ag0249,single,aggregate,count,How many receipts do I have from GUARDIAN HEALTH AND BEAUTY SDN BHD?,3,C · structured (MiniLM),3,True,sql,633,0.0
ag0250,single,aggregate,max_total,What was my largest single purchase at GUARDIAN HEALTH AND BEAUTY SDN BHD?,108.21,C · structured (MiniLM),108.21,True,sql,633,0.0
ag0251,single,aggregate,sum_total,How much did I spend at MR. D.I.Y. (M) SDN BHD in total?,363.80,C · structured (MiniLM),451.60,False,sql,652,0.0
ag0252,single,aggregate,count,How many receipts do I have from MR. D.I.Y. (M) SDN BHD?,12,C · structured (MiniLM),17,False,sql,647,0.0
ag0253,single,aggregate,max_total,What was my largest single purchase at MR. D.I.Y. (M) SDN BHD?,96.90,C · structured (MiniLM),96.90,True,sql,645,0.0
ag0254,single,aggregate,sum_total,How much did I spend at PRINT EXPERT SDN BHD in total?,550.35,C · structured (MiniLM),550.35,True,sql,559,0.0
ag0255,single,aggregate,count,How many receipts do I have from PRINT EXPERT SDN BHD?,3,C · structured (MiniLM),3,True,sql,559,0.0
ag0256,single,aggregate,max_total,What was my largest single purchase at PRINT EXPERT SDN BHD?,226.60,C · structured (MiniLM),226.60,True,sql,562,0.0
ag0257,single,aggregate,sum_total,How much did I spend at KING'S CONFECTIONERY S/B in total?,114.60,C · structured (MiniLM),114.60,True,sql,589,0.0
ag0258,single,aggregate,count,How many receipts do I have from KING'S CONFECTIONERY S/B?,4,C · structured (MiniLM),4,True,sql,595,0.0
ag0259,single,aggregate,max_total,What was my largest single purchase at KING'S CONFECTIONERY S/B?,70.00,C · structured (MiniLM),70.00,True,sql,591,0.0
ag0260,single,aggregate,sum_total,How much did I spend at BEMED (SP) SDN. BHD. in total?,533.00,C · structured (MiniLM),841.70,False,sql,618,0.0
ag0261,single,aggregate,count,How many receipts do I have from BEMED (SP) SDN. BHD.?,3,C · structured (MiniLM),4,False,sql,620,0.0
ag0262,single,aggregate,max_total,What was my largest single purchase at BEMED (SP) SDN. BHD.?,203.00,C · structured (MiniLM),308.70,False,sql,618,0.0
ag0263,single,aggregate,sum_total,How much did I spend at GARDENIA BAKERIES (KL) SDN BHD in total?,1104.55,C · structured (MiniLM),1081.53,False,sql,661,0.0
ag0264,single,aggregate,count,How many receipts do I have from GARDENIA BAKERIES (KL) SDN BHD?,31,C · structured (MiniLM),30,False,sql,668,0.0
ag0265,single,aggregate,max_total,What was my largest single purchase at GARDENIA BAKERIES (KL) SDN BHD?,84.78,C · structured (MiniLM),84.78,True,sql,659,0.0
ag0266,single,aggregate,sum_total,How much did I spend at YIN MA (M) SDN.BHD. in total?,52.60,C · structured (MiniLM),52.60,True,sql,606,0.0
ag0267,single,aggregate,count,How many receipts do I have from YIN MA (M) SDN.BHD.?,3,C · structured (MiniLM),3,True,sql,603,0.0
ag0268,single,aggregate,max_total,What was my largest single purchase at YIN MA (M) SDN.BHD.?,32.70,C · structured (MiniLM),32.70,True,sql,604,0.0
ag0269,single,aggregate,sum_total,How much did I spend at KEDAI UBAT & RUNCIT HONG NING SDN. BHD. in total?,738.65,C · structured (MiniLM),738.65,True,sql,717,0.0
ag0270,single,aggregate,count,How many receipts do I have from KEDAI UBAT & RUNCIT HONG NING SDN. BHD.?,4,C · structured (MiniLM),4,True,sql,722,0.0
ag0271,single,aggregate,max_total,What was my largest single purchase at KEDAI UBAT & RUNCIT HONG NING SDN. BHD.?,676.00,C · structured (MiniLM),676.00,True,sql,718,0.0
ag0272,single,aggregate,sum_total,How much did I spend at MR. D.I.Y. (KUCHAI) SDN BHD in total?,75.90,C · structured (MiniLM),451.60,False,sql,676,0.0
ag0273,single,aggregate,count,How many receipts do I have from MR. D.I.Y. (KUCHAI) SDN BHD?,4,C · structured (MiniLM),17,False,sql,676,0.0
ag0274,single,aggregate,max_total,What was my largest single purchase at MR. D.I.Y. (KUCHAI) SDN BHD?,34.40,C · structured (MiniLM),96.90,False,sql,674,0.0
ag0275,single,aggregate,sum_total,How much did I spend at SANYU STATIONERY SHOP in total?,99.50,C · structured (MiniLM),99.50,True,sql,561,0.0
ag0276,single,aggregate,count,How many receipts do I have from SANYU STATIONERY SHOP?,13,C · structured (MiniLM),13,True,sql,561,0.0
ag0277,single,aggregate,max_total,What was my largest single purchase at SANYU STATIONERY SHOP?,21.90,C · structured (MiniLM),21.90,True,sql,565,0.0
ag0278,single,aggregate,sum_total,How much did I spend at MOONLIGHT CAKE HOUSE SDN BHD in total?,59.40,C · structured (MiniLM),59.40,True,sql,604,0.0
ag0279,single,aggregate,count,How many receipts do I have from MOONLIGHT CAKE HOUSE SDN BHD?,3,C · structured (MiniLM),3,True,sql,606,0.0
ag0280,single,aggregate,max_total,What was my largest single purchase at MOONLIGHT CAKE HOUSE SDN BHD?,28.20,C · structured (MiniLM),28.20,True,sql,605,0.0
ag0281,single,aggregate,sum_year,How much did I spend in total during 2016?,2267.75,C · structured (MiniLM),1868.39,False,sql,520,0.0
ag0282,single,aggregate,count_year,How many receipts do I have from 2016?,31,C · structured (MiniLM),30,False,sql,518,0.0
ag0283,single,aggregate,sum_year,How much did I spend in total during 2017?,6199.66,C · structured (MiniLM),6058.01,False,sql,519,0.0
ag0284,single,aggregate,count_year,How many receipts do I have from 2017?,105,C · structured (MiniLM),104,False,sql,525,0.0
ag0285,single,aggregate,sum_year,How much did I spend in total during 2018?,12500.91,C · structured (MiniLM),11913.94,False,sql,518,0.0
ag0286,single,aggregate,count_year,How many receipts do I have from 2018?,203,C · structured (MiniLM),200,False,sql,518,0.0
lo0000,single,lookup,date,When was the MR. D.I.Y. (M) SDN BHD receipt for 6.20 issued?,23/03/2018,C · structured (Titan),23-03-18,False,structured,1494,0.0
lo0001,single,lookup,address,What is the address on the SANYU STATIONERY SHOP receipt from 24 October 2017?,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",C · structured (Titan),"NO. 31G&33G, JALAN SETIA INDAH X ;U13/X
40170 SETIA ALAM",True,structured,1353,0.0
lo0002,single,lookup,total,How much was the receipt from GERBANG ALAF RESTAURANTS SDN BHD on 24 June 2018?,7.35,C · structured (Titan),7.35,True,structured,984,0.0
lo0003,single,lookup,total,How much was the receipt from ALI BABA INTERNATIONAL SDN BHD on 19 February 2018?,23.80,C · structured (Titan),23.80,True,structured,941,0.0
lo0004,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 07 August 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",C · structured (Titan),"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor",True,structured,1372,0.0
lo0005,single,lookup,total,How much was the receipt from MR. D.I.Y. (KUCHAI) SDN BHD on 10 January 2016?,8.10,C · structured (Titan),8.10,True,structured,1112,0.0
